reflasyon,reflation
yansıma spektrumu,reflectance spectrum
yansıtma oranı,reflectance; reflectivity
yansıyan ışınım,reflected global radiation; reflected solar radiation
ikincil gökkuşağı,reflected rainbow; reflection rainbow; secondary rainbow
yansıma dalgası,reflected wave
geriye dönük kıvrık,reflected; reflexed
aynalı teleskop,reflecting telescope; reflector; reflector telescope
yansıma,reflection
yansıma katsayısı,reflection coefficient
yansıtmalı ızgara,reflection grating
yansıma kaybı,reflection loss
yansıtma bulutsusu,reflection nebula
yansıtma işleci,reflection operator
sismik yansıma yöntemi,reflection seismology; seismic reflection
yansımasız sonlandırma,reflectionless termination
yansıtıcı cam,"reflective glass, coated glass"
yansıtıcı çivi,reflective stud
yansıma yağış debisi ilişkisi,reflectivity-rainfall rate relation; Z-R relation
yansımaölçer,reflectometer
yansıtıcı,reflector
yansıtıcı anten,reflector antenna; antenna reflector
yansık açı,reflex angle
yansıma,reflexion
yansımalı bağıntı,reflexive relation
geri döndürme,reflux
geri döndürmeli soğutucu,reflux condenser
geri döndürme oranı,reflux ratio
yeniden doğallaşım,refolding; renaturation
orman içi ağaçlandırma,reforestation
kırılım ışını,refracted ray; refracted radiation
kırılım,refraction
kırılma,refraction
sismik kırılım yöntemi,refraction seismics; seismic refraction method
kırıcılık,refractivity
kırılımölçer,refractometer
kırılmaölçer,refractometer
refraktometre indisi,refractometer index
kırılmaölçüm,refractometry
refrakterlik,refractoriness
refrakter krom cevheri,refractory chrome ore
refrakter kaplama,refractory coating
refrakter beton,refractory concrete
refrakter korozyonu,refractory corrosion
refrakter emaye,refractory enamel
refrakter malzeme,refractory material
direngen organik madde,refractory organic substance
refrakter yama çimentosu,refractory patching cement
sağır dönem,refractory period
tazeleme çevrimi,refresh cycle
dondurulmuş yük,refrigerated cargo
ısı kontrollü karayolu aracı,refrigerated truck; refrigerator truck
soğutma ünitesi,refrigerating plant
soğutma odası,refrigeration room
yakıt tankeri,refueling truck; refueller; fuel truck
atık kaynaklı yakıt,refuse-derived fuel; waste-derived fuel
atık türevi yakıt,refuse-derived fuel; waste-derived fuel
ergime-donma,regelation
rejenerant,regenerant
rejenere selüloz lifi,regenerated cellulose fiber
rejenere lif,regenerated fiber
rejenere protein lifi,regenerated protein fiber
ıslah edilmiş toprak,regenerated soil
rejenere su,regenerated water
diriltim,regeneration
gençleştirme,regeneration
yeniden oluşum,regeneration
gençleştirme bloku,regeneration class
gençleştirme süresi,regeneration period
gençleştirme sürgünü,regeneration shoot
faydalı frenleme,regenerative braking
düzeltici tekrarlayıcı,regenerative repeater; regenerator
rejeneratif ısı değiştirici,regenerator; regenerative heat exchanger
bölge bitişiklik çizgesi,region adjacency graph
bölge kaynaştırma,region merging
bölgesel başkalaşım,regional metamorphism
bölge planlaması,regional planning
bölgesel maden yatakları arama,regional prospecting
bölgesel ayarlar,regional settings
bölgesel uyumsuzluk,regional unconformity
bölgesel değişken,regional-dependent variable; regionalized variable
bölgesel seçicilik,regioselectivity
kesit dil,register
gemi sicili,register of ship
tescilli marka,registered mark; registered trademark
tescilli tohumluk,registered seed
çakıştırma,registration
regosol,regosol
bağlanım,regression
bağlanım analizi,regression analysis
bağlanım katsayısı,regression coefficient; regression weight; slope coefficient
bağlanım eğrisi,regression curve
bağlanım düzlemi,regression plane
bağlanım yüzeyi,regression surface
regresyon testi,regression testing
sonrasıyla benzeşme,regressive assimilation; anticipatory assimilation; right-to-left assimilation
deniz gerileme istifi,regressive sediments
azalan oranlı vergi,regressive tax
pişmanlık tablosu,regret table
düzenli yatak,regular deposit; regular ore deposit
eşdereceli yönlü çizge,regular digraph; regular oriented graph
düzenli yönlü çizge,regular directed graph
düzgün onikiyüzlü,regular dodecahedron
düzenli ifade,regular expression
düzenli çizge,regular graph
düzgün çizge,regular graph
eşdereceli çizge,regular graph
düzenli ızgara,regular grid
düzgün yirmiyüzlü,regular icosahedron
düzenli ağ,regular network
düzgün çokgen,regular polygon
düzgün çokyüzlü,regular polyhedron
düzgün piramit,regular pyramid
düzgün dörtyüzlü,regular tetrahedron
düzenlileştirme,regularization
düzenlileştirilmiş doğrusal bağlanım,regularized linear regression
düzenlileştirlmiş karesel maliyet fonksiyonu,regularized quadratic cost function
düzenlileştirilmiş çözüm,regularized solution
düzenlileştirici terim,regularizer; regularizer term
ayarlı güç kaynağı,regulated power supply; stabilized power supply
düzleştirme katmanı,regulating course
düzenleme,regulation
tüzük,regulations
regülatör,regulator
düzenleyici problemi,regulator problem
düzenleyici kuruluş,regulatory agency
mevzuata göre sel yüksekliği,regulatory flood elevation
mevzuata göre sel yatağı,regulatory floodplain
düzenleyici çerçeve,regulatory framework
düzenleyici dizi,regulatory sequence
düzenleyici T hücresi,regulatory T cell; suppressor T cell; Treg
trafik düzenleme işaretleri,regulatory traffic signs
regülon,regulon
esenleştirme,rehabilitation
art ısıtıcı,reheater
yeniden kızdırma,reheating
yeniden konutlandırma,rehousing
Reichert-Meissl sayısı,Reichert-Meissl number
takviyeli tuğla yapı,reinforced brick masonry; reinforced brickwork
betonarme,reinforced cement concrete; reinforced concrete
betonarme kazık,reinforced concrete pile
kuvvetlendirilmiş örgü,reinforced fabric
güçlendirilmiş plastik,reinforced plastic
donatılı kuyu,reinforced well
donatı,reinforcement
donatı çeliği sınıfı,reinforcement grade
pekiştirmeli öğrenme,reinforcement learning
insan geribildirimli pekiştirmeli eğitim,reinforcement learning from human feedback; reinforcement learning from human preferences
üreme yalıtımının pekişmesi,reinforcement of reproductive isolation; Wallace effect
sağlamlaştırma dikişi,reinforcement seam; reinforcement stitching
donatı eki,reinforcement splicing
donatı çeliği,reinforcement steel; reinforcing steel; rebar; concrete reinforcing bar
reasürans,reinsurance
reasürans primi,reinsurance premium
remineralize su,reionized water; remineralized water
ret,reject
ret ölçütü,rejection criterion; rejection number
süreç ret düzeyi,rejection level
hipotezin reddi,rejection of hypothesis
ret bölgesi,rejection region; rejection zone
gençleşen akarsu,rejuvenated stream; revived stream
gençleşme,rejuvenation; rejuvenescence; revival
nüks,relapse
bağıntı,relation
ilişki,relation; relationship
ilişkisel cebir,relational algebra
ilişkisel analiz,relational calculus
ilişkisel veritabanı,relational database
ilişkisel dil,relational language
ilişkisel işleç,relational operator
görece,relative
bağıl ivme,relative acceleration
bağıl adres,relative address
göreceli kerteriz,relative bearing
küme farkı,relative complement; set-theoretic difference; set difference
eşkalınlık eğrisi,relative contour; relative isohypse; thickness line
bağıl koordinat,relative coordinate
nispi rota,relative course
bağıl yaş,relative dating
göreceli ayrışma,relative decoupling
bağıl yoğunluk,relative density
göreceli baskınlık,relative dominance
testin göreli etkinliği,relative efficiency of a test
görece etkin kestirici,relative efficient estimator
bağıl hata,relative error
bağıl buharlaşma,relative evaporation
göreceli uyum değeri,relative fitness
göreceli sıklık,relative frequency
bağıl yerçekimi ölçümü,relative gravity measurement
bağıl nem,relative humidity
riometre,relative ionospheric opacity meter; riometer
bağıl devinim,relative motion; relative movement
karşılıklı yöneltme,relative orientation
göreli geçirimlilik,relative permeability
bağıl dielektrik sabiti,relative permittivity
göreli konumlanma,relative positioning
göreceli risk,relative risk; risk ratio; RR
bağıl dönme verimliliği,relative rotative efficiency
bağıl pürüzlülük,relative roughness
bağıl deniz seviyesi,relative sea level
göreli zaman ölçeği,relative time scale
bağıl geçirgenlik,relative transmittivity
bağıl vektör,relative vector; incremental vector
bağıl hız,relative velocity
bağıl ağdalık,relative viscosity
bağıl uçuculuk,relative volatility
bağıl burgaçlanma,relative vorticity
göreli rüzgâr,relative wind
aralarında asal sayılar,relatively prime numbers
aralarında asal polinomlar,relatively prime polynomials
rölativistik jet,relativistic jet
rölativistik hız,relativistic speed
gevşetme tekniği,relaxation method; relaxation technic
gevşeme modülü,relaxation modulus
boşalımlı salınım,relaxation oscillation
boşalımlı salınıcı,relaxation oscillator
dinlendirme çekmesi,relaxation shrinkage
denge durumuna erme süresi,relaxation time
durulma zamanı,relaxation time
gevşeme süresi,relaxation time
relaksin,relaxin
röle,relay
röle eyleyicisi,relay actuator
röle kanalı,relay channel
röle ağı,relay network
bırak komutu,release command
serbest bırakma durumu,release request
ilgililik,relevance
ilgililik geribildirimi,relevance feedback
yeni sözvarlığı edinme,relexification
güvenilirlik,reliability
güvenilirlik mühendisliği,reliability engineering
güvenilirlik modellemesi,reliability modelling
kalıntı karst,relict karst
artık mineral,relict mineral
kalıntı tür,relict species
kabartma,relief
devriye aşçı,relief cook; roundsman; swing cook; tournant
yardım uçuşu,relief flight
rölyef baskı,relief printing
yeri değişebilirlik,relocatability
yeri değiştirilebilen program,relocatable program
ripaj,relocation
yer değiştirme kayıklığı,relocation offset
relüktans motoru,reluctance motor
rem,rem; roentgen equivalent man
kalan,remainder
taşınmış malzeme,remanié material; reworked material
yeniden imalat,remanufacturing
remigiyum,remigium
yeniden mineralleşme,remineralization
remisyon eğrisi,remission curve
uzaktan erişim,remote access
uzaktan veri işleme,remote access data processing; teleprocessing
erişim sunucu,remote access server; access server; network access server; media gateway
uzaktan yedekleme,remote backup
telesağlık,remote care
uzaktan kumandalı araç,remote control vehicle
uzaktan kumanda,remote controller; remote; remote-control device; remote-control unit; remote control; remote device
uzaktan dosya erişimi,remote file system
uzaktaki bilgisayar,remote host
uzaktan altprogram çağırma,remote invocation; remote method invocation; remote procedure call
uzaktan oturum açma,remote login; remote logon
uzaktan bakım hizmeti,remote maintenance; telemaintenance
uzaktan yönetim,remote management; distance management; virtual management
uzakta işleme,remote processing
uzak radyo birimi,remote radio head; remote radio unit
uzaktan algılama,remote sensing
uzaktan algılama,remote sensing; remote sounding
uzak eğitmen,remote trainer; distance trainer
uzaktan belletme,remote tutoring; distance tutoring; teletutoring
uzaktan çalışma yeri,remote work site; remote working site; telework site; teleworking site; telecommuting site
uzaktan kumandalı deniz aracı,remotely operated underwater vehicle; ROV
remulat,remoulade
kaldırılabilir süreksizlik,removable discontinuity
çıkarılabilir disk,removable disk
yedek dış yakıt deposu,removable fuel tank; slipper tank
kaldırılabilir tekillik,removable singularity
bertaraf etkinliği,removal efficiency; collecting efficiency; separation efficiency; capture efficiency; cleaning efficiency
renal,renal
böbrek plazma akışı,renal plasma flow
ustuka,render; stucco
hayvan atıklarının yemde kullanımı,rendering
kuyruktan terk,reneging
yenilenebilir,renewable
yenilenebilir enerji,renewable energy
yenilenebilir doğal kaynaklar,renewable natural resources
yenilenme süreci,renewal process
yenileme dalı,renewal spur
şirden mayası,rennet
kira,rent
rant,rent
akar,rental
rantiye,rentier
yeniden sipariş seviyesi,reorder level; reorder point
yeniden sipariş verme noktası,re-order point; re-order quantitiy
yeniden sipariş,reorder; repeat order
Reoviridae,Reoviridae
yedek parça,repair part; replacement part; service part; spare part
tamir gemisi,repair ship
tekrar aralığı,repeat
tekrar aralığı boyu,repeat length
tahar planı,repeat of the draft
tekrar aralığı eni,repeat width
yinelenen dizi,repeat; repetitive element; repetitive sequence
yinelenebilirlik,repeatability
yinelenebilme koşulları,repeatability condition
yinelenebilirlik standart sapması,repeatability standard deviation
tekrarlı kesikli biyolojik arıtma,repeated batch bioprocess
tekrarlanan oyun,repeated game
yinelenen ölçümler,repeated measures
yineleyici,repeater
yansıtıcı-boğucu,repeater-jammer
örgü birimi,repeating pattern; weave pattern
kaçma noktası,repeller; repellor
dalga sayısı,repetency; wave number; wavenumber
kaya birimi tekrarı,repetition of strata; repetition of units; rock unit repetition
